id,metadata,first_sentence,moves
322,"Yang, D.F., Catterall, J., Davis, J. Supporting new students from vocational education and training: Finding a reusable solution to address recurring learning difficulties in e-learning (2013) Australasian Journal of Educational Technology, 29 (5), pp. 640-650.","This paper reports on a project that investigated the first year, online experiences of vocational education and training (VET) pathway students studying at university.",<1> <4> <2> <4> <5> <5> <5> <5> <5>
323,"Petermann, S., SchÃ¶nwÃ¤lder, K. Transnationalism within? The social networks of urban Germans [Transnationalismus im Innern? Die sozialen Netzwerke deutscher Stadtbewohner(innen)] (2013) Soziale Welt, 64 (3), pp. 317-335.",To what extent and in what ways have immigration and the growth of global connectedness made the social interactions of individuals more transnational?,<1> <1> <1> <4> <4> <1> <1> <1> <1> <4> <2> <3>
324,"Shieh, C.-J.a , Liao, Y.b , Hu, R.b  Web-based instruction, learning effectiveness and learning behavior: The impact of relatedness (2013) Eurasia Journal of Mathematics, Science and Technology Education, 9 (4), pp. 405-410.",This study aims to discuss the effects of Web-based Instruction and Learning Behavior on Learning Effectiveness.,<2> <1> <3> <3> <4> <5>
325,"McClive, C. Engendrer le tabou. L'interprÃ©tation du lÃ©vitique 15, 18-19 et 20-18 et de la menstruation sous L'ancien rÃ©gime (2013) Annales de Demographie Historique, 125 (1), pp. 165-210.","This article criticises the traditional representation of early modern elite male attitudes towards menstruation as misogynist, arguing that a fuller and more nuanced analysis of such attitudes is needed.",<1> <2> <3> <4> <5> <5>
326,"Carvalho, A.A.a , Costa, L.R.b  Mothers' perceptions of their child's enrollment in a randomized clinical trial: Poor understanding, vulnerability and contradictory feelings (2013) BMC Medical Ethics, 14 (1), art. no. 52, .",Little is known about the views of mothers when their children are invited to participate in randomized clinical trials (RCTs) investigating medicines and/or invasive procedures.,<1> <2> <3> <3> <4> <5>
327,"Huang, Y.a  c , Gu, J.a , Zhang, M.a , Ren, Z.a  b , Yang, W.a  b , Chen, Y.a , Fu, Y.a  c , Chen, X.a , Cals, J.W.d , Zhang, F.a  c  Knowledge, attitude and practice of antibiotics: A questionnaire study among 2500 Chinese students (2013) BMC Medical Education, 13 (1), art. no. 163, .","Recently, many scientists including bacteriologists have begun to focus on social aspects of antibiotic management especially the knowledge, attitude and practice (KAP) among the general population regarding antibiotic use.",<1> <1> <2> <3> <3> <4> <4> <4> <4> <5> <5> <5>
328,"Armstrong-Stassen, M.a , Stassen, K.b  Professional development, target-specific satisfaction, and older nurse retention (2013) Career Development International, 18 (7), pp. 673-693.","Drawing from attitude-behavioral intentions correspondence and target similarity, the aim of this paper is to examine the role of target-specific satisfaction facets in the relationship between factors related to professional development and older nurses' intention to remain with their organization.",<2> <3> <3> <4> <4> <6> <5> <5> <4> <5> <6> <6>
329,"Osborne, D., Sibley, C.G. After the disaster: Using the Big-Five to predict changes in mental health among survivors of the 2011 Christchurch earthquake (2013) Disaster Prevention and Management, 22 (5), pp. 456-466.",The purpose of this paper is to examine individual differences in people's resilience to changes in psychological distress following the 22 February 2011 Christchurch earthquake.,<1> <2> <3> <3> <4> <4> <5> <5> <5> <6> <6>
330,"Axelrad, H.a , Luski, I.b , Miki, M.a  Difficulties of integrating older workers into the labor market: Exploring the Israeli labor market (2013) International Journal of Social Economics, 40 (12), pp. 1058-1076.",The purpose of this article is to examine the existence of biased stereotypes about older workers.,<1> <2> <2> <3> <3> <3> <3> <3> <4> <4> <4> <4> <5> <5> <6> <6>
331,"Lucchetti, G.a  b , De Oliveira, L.R.c , Koenig, H.G.d  e , Leite, J.R.c , Lucchetti, A.L.b  Medical students, spirituality and religiosity-results from the multicenter study SBRAME (2013) BMC Medical Education, 13 (1), art. no. 162, .","To evaluate the relationship between spirituality/religiosity (S/R) and the attitudes, beliefs and experiences of medical students in Brazil with respect to S/R in their undergraduate training and clinical practice.",<1> <2> <3> <4> <4> <4> <4> <4> <4> <5> <5> <5>
332,"Garagozov, R. Implicit measures of attitude change via narrative intervention in the Karabakh conflict (2013) Dynamics of Asymmetric Conflict: Pathways toward Terrorism and Genocide, 6 (1-3), pp. 98-109.","Based on the narrative approach to interethnic conflicts, the article examines the effect of different types of narratives on Azerbaijani attitudes toward Armenians.",<1> <3> <1> <4> <4> <5>
333,"Hobbs, R., Donnelly, K., Friesem, J., Moen, M. Learning to engage: how positive attitudes about the news, media literacy, and video production contribute to adolescent civic engagement (2013) Educational Media International, 50 (4), pp. 231-246.","Many students enroll in video production courses in high school as part of a vocational, career, or technical program.",<1> <1> <2> <4> <4>
334,"Tindall, D. Creating disability awareness through sport: exploring the participation, attitudes and perceptions of post-primary female students in Ireland (2013) Irish Educational Studies, 32 (4), pp. 457-475.","According to research, negative attitudes and perceptions towards people with disabilities begin to emerge early in one's development creating one of the most difficult barriers encountered by children with disabilities; those expressed by their peers.",<1> <1> <3> <2> <4> <4> <5>
335,"Fabrizio, S.a , Faccioli, F.a , Fazzi, G.b , Marconi, F.a , Martire, F.a  Just for fun? Alcohol and drugs in youth lifestyles: a survey (2013) International Review of Sociology, 23 (3), pp. 622-646.","The article presents an analysis of the relationship between young people and alcohol and drug use, examining both their attitudes and behaviors.",<1> <3> <1> <1> <4> <1> <4>
336,"Paulovics, A. Legal rules on the protection of animals in Hungary (2013) Danube, 2013 (3), pp. 219-229.","For centuries, man, as an important part of nature, has caused irreparable damage to its equilibrium.",<1> <1> <1> <1> <1> <2> <1> <1> <5> <5>
337,"Bora, A.-A. The private use of the social networks by the civil servants - A possible ""achilles' heel"" of personal data protection in public order and security institutions? (2013) Masaryk University Journal of Law and Technology, 7 (2), pp. 347-360.","Public order and security systems represent structures in which both protection of classified information and protection of personal data are strictly regulated by laws, internal regulations and concrete measures to protect computer communication networks.",<1> <2> <3> <4> <5> <6> <5>
338,"Turturro, C.L., Otters, R.V. Attitudes towards working with older adults: Differences between African American and white social work students (2013) International Journal of Diverse Identities, 12 (4), pp. 37-47.","As elsewhere in the world, the population of the United States (U.S.) is rapidly aging, with over one in four persons predicted to be over 60 by 2050.",<1> <1> <2> <2> <3> <3> <4> <4> <5>
339,"Sabokrouh, F. The effect of EFL teachers' attitude toward English language and English language proficiency on their sense of efficacy (2014) English Language Teaching, 7 (1), pp. 66-74.",Researchers in education have documented that teachers' sense of efficacy has strong impacts on various aspects of teaching and learning.,<1> <1> <2> <3> <4> <4> <5>
340,"Rafieyan, V.a , Orang, M.b , Bijami, M.b , Nejad, M.S.a , Eng, L.S.a  Language learners' acculturation attitudes (2014) English Language Teaching, 7 (1), pp. 114-119. Cited 2 times.",Learning a language involves knowledge of both linguistic competence and cultural competence.,<1> <1> <2> <3> <4> <5>
341,"Giannoccaro, G.a  b , Pedraza, V.a , Berbel, J.a  Analysis of Stakeholders' attitudes towards water markets in Southern Spain (2013) Water (Switzerland), 5 (4), pp. 1517-1532.","This research examines stakeholders' perceptions of and preferences for water markets in agriculture, focusing on the likely barriers that might refrain them from participating in such markets.",<1> <2> <3> <4> <4> <4> <4> <4> <5>
342,"Dyson, L. A socially constructed notion of disability: The testimony of two young adults with disabilities (2013) International Journal of Diverse Identities, 12 (4), pp. 49-59.","This study, based on the experiences and perceptions of two young adults living with disabilities (one with Down Syndrome and the other with Spina Bifida and deafness), examines the notion of disability as a socially constructed phenomenon.",<1> <3> <4> <5>
343,"Noga, J.a , Wolbring, G.b  Perceptions of water ownership, water management, and the responsibility of providing clean water (2013) Water (Switzerland), 5 (4), pp. 1865-1889.",Perceptions of water and water related issues still render many under-researched topics.,<1> <2> <2> <3> <3> <4> <4> <4> <5>
344,"Ryan, M.S.a , Vanderbilt, A.A.b , Lewis, T.W.a , Madden, M.A.b  Benefits and barriers among volunteer teaching faculty: Comparison between those who precept and those who do not in the core pediatrics clerkship (2013) Medical Education Online, 18 (1), art. no. 20733, .",Community-based outpatient experiences are a core component of the clinical years in medical school.,<1> <1> <1> <2> <3> <4> <4> <4> <4> <5> <5> <5>
345,"VÃ¡zquez, J.L.a , Lanero, A.a , Licandro, O.b  Corporate social responsibility and higher education: Uruguay university students' perceptions (2013) Economics and Sociology, 6 (2), pp. 145-157.","This paper assumes a stakeholder approach to analyze the perceptions and attitudes of students at the Uruguayan university towards corporate social responsibility (CSR) in organizations, just as their experiences of current and desired education on the matter.",<1> <2> <3> <4> <5> <6>
346,"Morley, C.P.a  b  c , Roseamelia, C.a , Smith, J.A.d , Villarreal, A.L.a  Decline of medical student idealism in the first and second year of medical school: A survey of pre-clinical medical students at one institution (2013) Medical Education Online, 18 (1), art. no. 21194, .","Idealism declines in medical students over the course of training, with some studies identifying the beginning of the decline in year 3 of US curricula.",<1> <2> <3> <3> <4> <5>
347,"Wilper, A.P.a  b , Smith, C.S.a  b , Weppner, W.a  b  Instituting systems-based practice and practice-based learning and improvement: A curriculum of inquiry (2013) Medical Education Online, 18 (1), art. no. 21612, .",The Accreditation Council for Graduate Medical Education (ACGME) requires that training programs integrate system-based practice (SBP) and practice-based learning and improvement (PBLI) into internal medicine residency curricula.,<1> <1> <3> <3> <3> <3> <3> <3> <4> <4> <4> <4> <6> <1> <5> <5>
348,"Oeseburg, B.a , Hilberts, R.a , Luten, T.A.b , Van Etten, A.V.c , Slaets, J.P.d , Roodbol, P.F.a  Interprofessional education in primary care for the elderly: A pilot study (2013) BMC Medical Education, 13 (1), art. no. 161, .",The Dutch health care system faces huge challenges with regard to the demand on elderly care and the competencies of nurses and physicians required to meet this demand.,<1> <1> <1> <1> <1> <2> <3> <3> <4> <4> <5>
